PDB_file, description
il1r1_perturbed_result_model_2_pred_52_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_2_pred_52_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_2_pred_53_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_2_pred_53_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_2_pred_54_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_2_pred_54_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_2_pred_55_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_2_pred_55_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_2_pred_56_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_2_pred_56_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_2_pred_57_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_2_pred_57_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_2_pred_58_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_2_pred_58_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_2_pred_59_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_2_pred_59_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_2_pred_60_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_2_pred_60_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_2_pred_61_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_2_pred_61_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_2_pred_62_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_2_pred_62_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_2_pred_63_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_2_pred_63_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_2_pred_64_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_2_pred_64_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_2_pred_65_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_2_pred_65_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_2_pred_66_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_2_pred_66_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_2_pred_67_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_2_pred_67_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_2_pred_68_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_2_pred_68_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_2_pred_69_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_2_pred_69_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_2_pred_70_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_2_pred_70_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_2_pred_71_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_2_pred_71_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_2_pred_72_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_2_pred_72_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_2_pred_73_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_2_pred_73_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_2_pred_74_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_2_pred_74_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_2_pred_75_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_2_pred_75_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_2_pred_76_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_2_pred_76_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_2_pred_77_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_2_pred_77_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_2_pred_78_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_2_pred_78_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_2_pred_79_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_2_pred_79_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_2_pred_80_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_2_pred_80_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_2_pred_81_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_2_pred_81_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_2_pred_82_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_2_pred_82_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_2_pred_83_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_2_pred_83_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_2_pred_84_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_2_pred_84_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_2_pred_85_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_2_pred_85_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_2_pred_86_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_2_pred_86_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_2_pred_87_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_2_pred_87_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_2_pred_88_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_2_pred_88_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_2_pred_89_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_2_pred_89_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_2_pred_90_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_2_pred_90_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_2_pred_91_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_2_pred_91_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_2_pred_92_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_2_pred_92_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_2_pred_93_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_2_pred_93_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_2_pred_94_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_2_pred_94_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_2_pred_95_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_2_pred_95_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_2_pred_96_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_2_pred_96_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_2_pred_97_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_2_pred_97_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_2_pred_98_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_2_pred_98_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_2_pred_99_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_2_pred_99_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_2_pred_100_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_2_pred_100_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_3_pred_1_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_3_pred_1_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_3_pred_2_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_3_pred_2_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_3_pred_3_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_3_pred_3_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_3_pred_4_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_3_pred_4_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_3_pred_5_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_3_pred_5_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_3_pred_6_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_3_pred_6_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_3_pred_7_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_3_pred_7_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_3_pred_8_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_3_pred_8_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_3_pred_9_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_3_pred_9_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_3_pred_10_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_3_pred_10_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_3_pred_11_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_3_pred_11_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_3_pred_12_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_3_pred_12_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_3_pred_13_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_3_pred_13_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_3_pred_14_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_3_pred_14_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_3_pred_15_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_3_pred_15_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_3_pred_16_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_3_pred_16_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_3_pred_17_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_3_pred_17_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_3_pred_18_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_3_pred_18_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_3_pred_19_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_3_pred_19_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_3_pred_20_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_3_pred_20_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_3_pred_21_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_3_pred_21_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_3_pred_22_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_3_pred_22_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_3_pred_23_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_3_pred_23_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_3_pred_24_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_3_pred_24_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_3_pred_25_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_3_pred_25_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_3_pred_26_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_3_pred_26_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_3_pred_27_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_3_pred_27_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_3_pred_28_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_3_pred_28_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_3_pred_29_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_3_pred_29_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_3_pred_30_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_3_pred_30_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_3_pred_31_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_3_pred_31_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_3_pred_32_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_3_pred_32_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_3_pred_33_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_3_pred_33_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_3_pred_34_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_3_pred_34_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_3_pred_35_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_3_pred_35_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_3_pred_36_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_3_pred_36_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_3_pred_37_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_3_pred_37_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_3_pred_38_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_3_pred_38_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_3_pred_39_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_3_pred_39_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_3_pred_40_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_3_pred_40_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_3_pred_41_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_3_pred_41_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_3_pred_42_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_3_pred_42_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_3_pred_43_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_3_pred_43_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_3_pred_44_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_3_pred_44_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_3_pred_45_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_3_pred_45_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_3_pred_46_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_3_pred_46_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_3_pred_47_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_3_pred_47_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_3_pred_48_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_3_pred_48_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_3_pred_49_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_3_pred_49_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_3_pred_50_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_3_pred_50_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_3_pred_51_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_3_pred_51_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_3_pred_52_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_3_pred_52_nodropout.a3m seed=0 sample=0 template=off
il1r1_perturbed_result_model_3_pred_53_nodropout_perturbed_msa_seed-0_sample-0_model.pdb, tool=af3sample2 msa=il1r1_perturbed_result_model_3_pred_53_nodropout.a3m seed=0 sample=0 template=off
